,Nodes
2499,38390
2500,191617
2501,7805
2502,188439
2503,80465
2504,133640
2505,123058
2506,126017
2507,273003
2508,31868
2509,229032
2510,128056
2511,82391
2512,139894
2513,103616
2514,175508
2515,127105
2516,244603
2517,98678
2518,186528
2519,162036
2520,218150
2521,237390
2522,275600
2523,60542
2524,69776
2525,191953
2526,48238
2527,277102
2528,273927
2529,140051
2530,81363
2531,9148
2532,252951
2533,104208
2534,241630
2535,141845
2536,219576
2537,220967
2538,32268
2539,32397
2540,176876
2541,155316
2542,175466
2543,250871
2544,46575
2545,37755
2546,152066
2547,45817
2548,180523
2549,128104
2550,205663
2551,102479
2552,208047
2553,89348
2554,88388
2555,186610
2556,56744
2557,192815
2558,257887
2559,179305
2560,11131
2561,29938
2562,249766
2563,154901
2564,181835
2565,186799
2566,165979
2567,40095
2568,48598
2569,268343
2570,186626
2571,122797
2572,126268
2573,15821
2574,39991
2575,232352
2576,177003
2577,271236
2578,8887
2579,248385
2580,193584
2581,38886
2582,5362
2583,229221
2584,83567
2585,126140
2586,268779
2587,30585
2588,223887
2589,230657
2590,261491
2591,225808
2592,95472
2593,7693
2594,153598
2595,207010
2596,218435
2597,77583
2598,243973
2599,52437
2600,129494
2601,231470
2602,125801
2603,100929
2604,163847
2605,267726
2606,225921
2607,11740
2608,248013
2609,80970
2610,208886
2611,174738
2612,125722
2613,33594
2614,147722
2615,113454
2616,11663
2617,71937
2618,38461
2619,277923
2620,566
2621,126619
2622,60263
2623,71775
2624,9174
2625,102163
2626,246773
2627,96854
2628,150254
2629,151052
2630,183358
2631,204535
2632,17003
2633,125907
2634,132701
2635,202380
2636,263168
2637,202589
2638,171651
2639,147938
2640,194493
2641,128472
2642,107665
2643,80401
2644,57018
2645,106615
2646,92295
2647,248610
2648,218789
2649,223616
2650,130201
2651,115097
2652,121517
2653,102174
2654,42982
2655,191203
2656,257663
2657,163438
2658,31572
2659,94745
2660,19777
2661,131948
2662,175153
2663,265867
2664,133037
2665,260806
2666,229205
2667,138693
2668,278977
2669,275876
2670,154138
2671,241723
2672,222690
2673,114354
2674,272045
2675,74768
2676,38371
2677,192125
2678,148607
2679,125780
2680,277173
2681,59489
2682,90239
2683,167890
2684,150995
2685,87355
2686,39240
2687,247354
2688,168490
2689,43558
2690,4546
2691,31522
2692,48026
2693,166648
2694,79989
2695,65546
2696,130802
2697,244363
2698,90055
2699,281453
2700,137981
2701,254101
2702,96534
2703,218584
2704,176325
2705,112582
2706,19792
2707,94690
2708,250261
2709,276939
2710,8621
2711,74354
2712,233167
2713,143058
2714,124704
2715,39651
2716,224456
2717,146160
2718,214033
2719,104821
2720,58419
2721,246607
2722,140042
2723,112254
2724,184352
2725,66339
2726,280632
2727,155740
2728,222258
2729,32217
2730,174332
2731,220982
2732,229902
2733,66845
2734,136273
2735,158887
2736,23610
2737,241174
2738,246389
2739,69705
2740,119789
2741,23808
2742,278999
2743,54870
2744,5599
2745,277045
2746,223456
2747,74644
2748,249442
2749,141410
2750,92942
2751,2226
2752,106661
2753,227485
2754,30537
2755,32730
2756,92816
2757,136238
2758,132059
2759,34553
2760,59590
2761,262266
2762,68926
2763,89057
2764,207940
2765,244011
2766,219225
2767,276284
2768,37946
2769,113832
2770,103058
2771,24766
2772,244961
2773,161748
2774,132282
2775,40338
2776,169214
2777,10275
2778,208811
2779,127174
2780,216062
2781,68776
2782,68166
2783,274997
2784,45633
2785,15331
2786,44209
2787,113681
2788,149706
2789,159974
2790,155551
2791,279583
2792,149916
2793,33159
2794,275831
2795,151395
2796,262602
2797,46909
2798,104638
2799,254088
2800,148606
2801,71769
2802,272623
2803,269344
2804,63390
2805,265371
2806,250482
2807,146349
2808,180208
2809,67531
2810,97315
2811,213782
2812,210514
2813,244323
2814,134976
2815,219660
2816,53468
2817,234408
2818,33362
2819,60945
2820,102662
2821,53804
2822,65057
2823,256569
2824,217655
2825,76252
2826,15699
2827,111037
2828,161322
2829,244004
2830,258555
2831,14420
2832,100915
2833,268878
2834,59064
2835,34872
2836,267410
2837,142487
2838,141320
2839,201340
2840,51193
2841,112496
2842,112271
2843,41980
2844,278645
2845,18521
2846,49134
2847,82323
2848,197210
2849,18403
2850,247378
2851,161909
2852,172174
2853,73649
2854,53588
2855,113232
2856,135658
2857,261932
2858,140216
2859,9137
2860,133262
2861,22273
2862,56606
2863,276779
2864,27474
2865,182199
2866,51820
2867,152537
2868,146784
2869,150406
2870,97914
2871,48987
2872,121233
2873,106980
2874,24299
2875,213479
2876,39523
2877,202800
2878,57679
2879,175853
2880,13238
2881,212645
2882,1199
2883,206897
2884,250436
2885,170632
2886,125964
2887,160432
2888,274816
2889,225374
2890,189060
2891,35209
2892,17328
2893,243613
2894,124980
2895,226327
2896,180350
2897,228491
2898,29507
2899,44527
2900,63603
2901,178283
2902,176268
2903,140275
2904,199924
2905,272311
2906,37243
2907,65576
2908,51596
2909,141511
2910,161447
2911,92517
2912,150352
2913,146984
2914,159454
2915,193731
2916,95344
2917,217281
2918,174843
2919,159542
2920,183945
2921,242355
2922,229220
2923,103156
2924,278627
2925,150474
2926,74584
2927,109345
2928,225923
2929,260388
2930,60082
2931,271896
2932,72835
2933,14630
2934,54650
2935,158467
2936,15038
2937,26576
2938,28090
2939,84194
2940,32874
2941,167893
2942,60650
2943,131992
2944,147243
2945,89531
2946,103642
2947,145318
2948,228788
2949,79262
2950,93731
2951,8771
2952,111849
2953,276424
2954,8650
2955,37008
2956,11278
2957,97484
2958,48782
2959,83421
2960,28198
2961,278419
2962,168007
2963,255818
2964,69083
2965,194225
2966,97955
2967,122470
2968,129503
2969,153106
2970,182598
2971,120765
2972,269028
2973,106929
2974,130489
2975,116916
2976,194814
2977,10414
2978,172656
2979,250017
2980,229525
2981,59624
2982,238824
2983,15547
2984,127405
2985,110251
2986,157733
2987,258573
2988,270009
2989,172744
2990,31066
2991,180747
2992,100993
2993,231950
2994,72555
2995,82478
2996,58249
2997,50194
2998,113779
2999,37158
3000,274723
3001,177979
3002,48554
3003,44613
3004,266152
3005,440
3006,18382
3007,246869
3008,37839
3009,64404
3010,41070
3011,94935
3012,154616
3013,83191
3014,8325
3015,110093
3016,165690
3017,18077
3018,70510
3019,143043
3020,26968
3021,137851
3022,113474
3023,113721
3024,279273
3025,69921
3026,10959
3027,143268
3028,132588
3029,106686
3030,78546
3031,41912
3032,258169
3033,179104
3034,244490
3035,253853
3036,233981
3037,158606
3038,266254
3039,272581
3040,171090
3041,183519
3042,142330
3043,794
3044,87900
3045,269103
3046,121729
3047,198088
3048,8599
3049,171785
3050,184199
3051,19591
3052,42482
3053,75526
3054,109367
3055,194075
3056,280244
3057,127036
3058,39779
3059,58058
3060,163897
3061,261145
3062,46202
3063,155469
3064,47278
3065,128976
3066,250231
3067,30689
3068,101713
3069,148977
3070,102290
3071,10778
3072,178847
3073,184710
3074,151938
3075,166881
3076,268625
3077,196917
3078,194780
3079,25200
3080,231801
3081,35857
3082,159885
3083,272630
3084,88518
3085,213265
3086,95063
3087,152536
3088,188735
3089,68005
3090,94925
3091,27276
3092,48026
3093,266721
3094,100798
3095,95640
3096,241970
3097,253463
3098,150121
3099,148862
3100,100432
3101,252724
3102,205309
3103,24617
3104,51060
3105,159131
3106,144564
3107,273199
3108,181345
3109,25310
3110,51853
3111,176234
3112,237863
3113,53579
3114,56713
3115,280339
3116,45102
3117,176274
3118,163988
3119,85699
3120,87278
3121,148749
3122,151789
3123,280735
3124,247870
3125,102060
3126,245879
3127,20735
3128,32610
3129,191315
3130,241386
3131,24908
3132,232613
3133,127256
3134,228991
3135,230357
3136,61539
3137,58980
3138,218023
3139,255204
3140,199268
3141,8163
3142,166741
3143,234408
3144,186556
3145,33568
3146,81912
3147,226122
3148,277387
3149,147564
3150,9246
3151,212064
3152,19952
3153,54585
3154,247818
3155,29147
3156,167506
3157,217786
3158,238120
3159,264482
3160,243495
3161,33542
3162,240180
3163,158798
3164,2347
3165,162599
3166,256880
3167,68727
3168,149516
3169,260248
3170,76216
3171,249586
3172,132019
3173,18863
3174,87
3175,11692
3176,193384
3177,153161
3178,137460
3179,233353
3180,275035
3181,19115
3182,212027
3183,234529
3184,4877
3185,79890
3186,136088
3187,241148
3188,125445
3189,223910
3190,34209
3191,262665
3192,270281
3193,189922
3194,218975
3195,281533
3196,78219
3197,120861
3198,166949
3199,36518
3200,134133
3201,213844
3202,46857
3203,166657
3204,215515
3205,29846
3206,91777
3207,157482
3208,272677
3209,249285
3210,198456
3211,233684
3212,14034
3213,199429
3214,53869
3215,210960
3216,218436
3217,255017
3218,14143
3219,90434
3220,122796
3221,210582
3222,4986
3223,140214
3224,177207
3225,105368
3226,112602
3227,66595
3228,100802
3229,216443
3230,66330
3231,265012
3232,131984
3233,206161
3234,1573
3235,242986
3236,255785
3237,107251
3238,53094
3239,181671
3240,130091
3241,249928
3242,229031
3243,22839
3244,147948
3245,143397
3246,119916
3247,48450
3248,33290
3249,173362
3250,194085
3251,149754
3252,231434
3253,242888
3254,33358
3255,211503
3256,120611
3257,194688
3258,200617
3259,241582
3260,54001
3261,277323
3262,21931
3263,108010
3264,191137
3265,116898
3266,137723
3267,67796
3268,223755
3269,25461
3270,43179
3271,58911
3272,150364
3273,195687
3274,199107
3275,75239
3276,2688
3277,113010
3278,243332
3279,171605
3280,261198
3281,187242
3282,7320
3283,106861
3284,90090
3285,92390
3286,28035
3287,25638
3288,207761
3289,277575
3290,126317
3291,254358
3292,241934
3293,47064
3294,75903
3295,4584
3296,258235
3297,181244
3298,276358
3299,237932
3300,196084
3301,10557
3302,190192
3303,26622
3304,250616
3305,211043
3306,22862
3307,237938
3308,51281
3309,45631
3310,81129
3311,58574
3312,151917
3313,270169
3314,91742
3315,77445
3316,168221
3317,98891
3318,76559
3319,240283
3320,25725
3321,246925
3322,272698
3323,172010
3324,142574
3325,265227
3326,228566
3327,207298
3328,42914
3329,231584
3330,204768
3331,80626
3332,1751
3333,219329
3334,167048
3335,56404
3336,55346
3337,150953
3338,82111
3339,271892
3340,263939
3341,69742
3342,185057
3343,93951
3344,251132
3345,276870
3346,241610
3347,100358
3348,11911
3349,43974
3350,8427
3351,140358
3352,268540
3353,80753
3354,8164
3355,57853
3356,263947
3357,168735
3358,98362
3359,203308
3360,277719
3361,27869
3362,113752
3363,16704
3364,84942
3365,49812
3366,3749
3367,199241
3368,197729
3369,42885
3370,854
3371,83699
3372,178279
3373,164761
3374,30988
3375,2558
3376,50565
3377,111162
3378,103195
3379,145579
3380,252871
3381,56226
3382,186361
3383,134503
3384,6514
3385,234154
3386,145866
3387,249673
3388,218061
3389,110975
3390,51096
3391,176600
3392,158923
3393,77003
3394,41873
3395,116322
3396,119056
3397,184186
3398,113514
3399,181086
3400,129357
3401,181049
3402,181133
3403,239377
3404,275272
3405,120104
3406,155738
3407,55421
3408,141837
3409,170168
3410,240341
3411,15815
3412,26367
3413,44192
3414,197012
3415,63151
3416,212668
3417,256082
3418,91601
3419,108107
3420,61391
3421,34891
3422,238528
3423,178425
3424,233739
3425,5218
3426,193867
3427,41758
3428,105666
3429,192905
3430,54789
3431,148103
3432,6034
3433,171354
3434,221930
3435,146522
3436,89176
3437,162198
3438,20819
3439,4490
3440,56277
3441,191162
3442,37832
3443,25731
3444,71251
3445,24324
3446,120902
3447,269581
3448,158380
3449,145639
3450,180921
3451,150406
3452,56099
3453,81548
3454,257911
3455,239955
3456,204720
3457,32019
3458,104986
3459,152336
3460,258014
3461,185095
3462,61508
3463,138177
3464,94759
3465,137918
3466,147125
3467,221085
3468,61845
3469,36057
3470,252773
3471,207961
3472,6158
3473,115493
3474,148479
3475,34692
3476,42796
3477,223316
3478,151916
3479,149007
3480,166889
3481,258390
3482,96363
3483,82784
3484,144678
3485,233817
3486,52628
3487,152134
3488,186994
3489,116298
3490,33327
3491,119388
3492,203346
3493,123109
3494,50307
3495,231201
3496,158469
3497,267646
3498,8557
3499,54335
3500,180154
3501,109322
3502,171959
3503,172211
3504,53605
3505,106179
3506,120728
3507,72825
3508,127671
3509,90093
3510,275530
3511,26230
3512,45715
3513,4569
3514,82797
3515,233348
3516,148402
3517,217603
3518,224773
3519,181338
3520,110266
3521,207757
3522,65973
3523,242170
3524,101311
3525,5667
3526,30476
3527,280588
3528,189708
3529,250161
3530,111005
3531,214942
3532,221854
3533,166581
3534,76018
3535,110850
3536,234613
3537,68200
3538,5096
3539,215568
3540,201746
3541,74886
3542,224791
3543,95494
3544,4382
3545,234367
3546,127078
3547,50791
3548,150599
3549,259790
3550,95871
3551,249119
3552,130876
3553,19749
3554,46554
3555,31070
3556,231833
3557,167922
3558,267963
3559,191833
3560,234710
3561,32912
3562,258220
3563,91993
3564,178817
3565,40781
3566,81900
3567,121232
3568,125716
3569,217326
3570,58903
3571,207698
3572,245941
3573,133583
3574,64180
3575,180253
3576,71209
3577,139094
3578,177975
3579,32384
3580,217749
3581,15861
3582,199050
3583,81304
3584,275102
3585,51386
3586,188260
3587,169624
3588,141853
3589,227307
3590,110302
3591,142682
3592,110137
3593,181207
3594,263762
3595,106549
3596,257119
3597,255530
3598,154707
3599,235302
3600,207154
3601,279806
3602,105407
3603,172359
3604,213265
3605,155770
3606,126554
3607,192557
3608,148598
3609,118396
3610,115316
3611,184583
3612,266099
3613,137522
3614,11834
3615,191190
3616,94428
3617,14440
3618,6426
3619,132089
3620,259228
3621,213957
3622,69589
3623,59178
3624,103801
3625,224905
3626,213573
3627,15668
3628,191592
3629,184251
3630,51421
3631,90350
3632,245893
3633,132199
3634,253910
3635,61118
3636,136536
3637,39476
3638,199808
3639,126154
3640,48238
3641,114594
3642,119441
3643,136019
3644,15746
3645,74
3646,254855
3647,257272
3648,42192
3649,122462
3650,169647
3651,256054
3652,38494
3653,92942
3654,165141
3655,150833
3656,277272
3657,94720
3658,211010
3659,139998
3660,132266
3661,236390
3662,3595
3663,53761
3664,6677
3665,155112
3666,762
3667,137249
3668,154782
3669,63994
3670,17843
3671,12266
3672,235849
3673,118395
3674,278903
3675,107357
3676,82465
3677,257578
3678,141951
3679,25508
3680,68953
3681,180093
3682,267188
3683,186234
3684,273482
3685,237110
3686,262690
3687,204802
3688,244131
3689,275409
3690,156502
3691,202517
3692,27446
3693,117347
3694,82838
3695,35146
3696,165891
3697,185043
3698,224977
3699,272425
3700,212663
3701,34109
3702,99297
3703,212943
3704,192967
3705,53937
3706,172450
3707,146790
3708,59380
3709,31356
3710,274315
3711,144360
3712,220458
3713,276075
3714,142203
3715,127517
3716,1357
3717,117153
3718,48178
3719,133520
3720,187185
3721,206255
3722,93772
3723,57317
3724,169489
3725,83256
3726,110251
3727,196013
3728,88353
3729,7774
3730,146517
3731,19261
3732,196766
3733,36769
3734,128077
3735,228812
3736,79075
3737,207170
3738,250631
3739,210608
3740,128144
3741,94852
3742,199331
3743,117514
3744,52976
3745,97594
3746,258720
3747,235846
3748,203112
3749,51424
3750,228340
3751,38284
3752,185369
3753,208414
3754,258099
3755,9364
3756,227105
3757,262452
3758,234610
3759,149869
3760,249121
3761,4927
3762,6993
3763,182554
3764,159440
3765,128639
3766,8858
3767,152949
3768,100439
3769,188540
3770,5147
3771,49526
3772,111808
3773,233539
3774,243795
3775,151922
3776,264226
3777,40205
3778,47436
3779,75395
3780,145260
3781,11611
3782,75711
3783,208991
3784,127411
3785,207269
3786,208638
3787,265505
3788,197243
3789,92467
3790,202366
3791,155275
3792,90289
3793,150606
3794,62116
3795,22046
3796,96084
3797,234673
3798,75330
3799,147072
3800,229433
3801,256959
3802,36087
3803,134211
3804,165080
3805,75699
3806,131184
3807,270155
3808,18591
3809,187348
3810,220396
3811,262203
3812,98757
3813,140322
3814,116934
3815,222652
3816,50539
3817,108481
3818,151553
3819,126411
3820,140568
3821,4137
3822,190177
3823,258869
3824,224376
3825,280562
3826,28423
3827,162015
3828,243122
3829,261344
3830,90209
3831,13493
3832,262906
3833,62714
3834,94419
3835,30969
3836,34012
3837,251603
3838,219749
3839,90719
3840,134933
3841,52484
3842,208294
3843,149322
3844,98325
3845,12385
3846,205027
3847,154178
3848,160671
3849,253819
3850,153986
3851,246248
3852,77250
3853,188444
3854,261301
3855,147713
3856,6521
3857,30297
3858,19015
3859,82818
3860,189858
3861,172509
3862,224093
3863,83501
3864,226511
3865,181385
3866,151890
3867,242673
3868,87385
3869,148715
3870,33599
3871,38900
3872,92494
3873,53289
3874,104185
3875,69715
3876,14865
3877,182608
3878,157393
3879,267104
3880,266678
3881,235605
3882,125896
3883,211715
3884,79565
3885,196180
3886,280512
3887,179351
3888,43035
3889,228373
3890,129574
3891,253984
3892,162501
3893,71365
3894,222438
3895,46069
3896,249744
3897,46751
3898,216371
3899,65844
3900,195181
3901,258166
3902,233769
3903,270635
3904,119643
3905,257899
3906,4825
3907,17758
3908,87174
3909,261086
3910,209087
3911,176430
3912,156478
3913,232438
3914,259120
3915,220703
3916,85185
3917,90775
3918,255278
3919,124585
3920,259553
3921,92695
3922,36586
3923,136845
3924,230071
3925,247209
3926,260906
3927,271179
3928,249533
3929,112226
3930,88684
3931,101895
3932,162134
3933,187414
3934,135656
3935,253743
3936,188366
3937,152065
3938,166909
3939,271871
3940,81748
3941,190140
3942,21959
3943,173444
3944,123072
3945,48333
3946,54351
3947,145904
3948,183914
3949,96762
3950,209648
3951,203834
3952,123048
3953,246811
3954,268367
3955,239531
3956,157111
3957,11972
3958,158054
3959,137779
3960,116126
3961,189938
3962,181924
3963,20909
3964,261191
3965,107873
3966,50909
3967,129022
3968,110976
3969,105759
3970,226476
3971,103685
